,Event Flag,Event Time,Previous Event,Status,Tagname
1113,391,01/Feb/2022 00:20:02.000,,FALHA,U13     .AGUA_PURA BOMBA 1 TENSAO 120 VCA CONTROLE
1114,392,01/Feb/2022 00:20:02.000,,NAO,U13     .AGUA_PURA LIBERACAO PARA EXCITACAO
1115,393,01/Feb/2022 00:20:02.000,,REARM,U13     .AGUA_PURA VALV AGUA BRUTA UMCC/DISJ
1116,393,01/Feb/2022 00:20:02.000,,NAO,U13     .AGUA_PURA VALV AGUA BRUTA TOTALMENTE ABERTA
1117,393,01/Feb/2022 00:20:02.000,,REARM,U13     .AGUA_PURA VALV AGUA BRUTA TENSAO 460VCA
1118,393,01/Feb/2022 00:20:02.000,,REARM,U13     .AGUA_PURA VALV AGUA BRUTA LIMITORQUE
1119,393,01/Feb/2022 00:20:02.000,,NAO,U13     .AGUA_PURA VALV AGUA BRUTA EM POSICAO ANORMAL
1120,393,01/Feb/2022 00:20:02.000,,FECHAD,U13     .AGUA_PURA VALV AGUA BRUTA
1121,394,01/Feb/2022 00:20:02.000,,REARM,U13     .AGUA_PURA VALV AGUA BRUTA UMCC/DISJ
1122,394,01/Feb/2022 00:20:02.000,,NAO,U13     .AGUA_PURA VALV AGUA BRUTA TOTALMENTE ABERTA
1123,394,01/Feb/2022 00:20:02.000,,REARM,U13     .AGUA_PURA VALV AGUA BRUTA TENSAO 460VCA
1124,394,01/Feb/2022 00:20:02.000,,REARM,U13     .AGUA_PURA VALV AGUA BRUTA LIMITORQUE
1125,394,01/Feb/2022 00:20:02.000,,NAO,U13     .AGUA_PURA VALV AGUA BRUTA EM POSICAO ANORMAL
1126,394,01/Feb/2022 00:20:02.000,,FECHAD,U13     .AGUA_PURA VALV AGUA BRUTA
1127,395,01/Feb/2022 00:20:02.000,,ABERTO,U13     .AUX_UNIDADE DISJ 52-1 UMCC-13
1128,395,01/Feb/2022 00:20:02.000,,REARM,U13     .AUX_UNIDADE DISJ 52-1 UMCC-13 DISP
1129,396,01/Feb/2022 00:20:02.000,,ATUADO,U13     .AUX_UNIDADE DISJ 52-2 UMCC-13 DISP
1130,396,01/Feb/2022 00:20:02.000,,FECHAD,U13     .AUX_UNIDADE DISJ 52-2 UMCC-13
1131,397,01/Feb/2022 00:20:02.000,,DESLIG,U13     .AUX_UNIDADE VENTILADOR 1 ANEL COLETOR
1132,398,01/Feb/2022 00:20:02.000,,NAO,U13     .EXCITACAO EXCITACAO CONECTADA
1133,399,01/Feb/2022 00:20:02.000,,SIM,U13     .EXCITACAO PRONTO PARA OPERACAO
1134,400,01/Feb/2022 00:20:02.000,,SIM,U13     .EXCITACAO REG TENS AUTO/MAN POSICAO VAZIO
1135,401,01/Feb/2022 00:20:02.000,,DESLIG,U13     .EXCITACAO SISTEMA RESFRIAMENTO
1136,402,01/Feb/2022 00:20:02.000,,DESLIG,U13     .EXCITACAO SISTEMA RESFRIAMENTO
1137,403,01/Feb/2022 00:20:02.000,,REARM,U13     .GERADOR BOMBA 1 MANC ESC DISJ
1138,403,01/Feb/2022 00:20:02.000,,DESLIG,U13     .GERADOR BOMBA 1 MANC ESC
1139,404,01/Feb/2022 00:20:02.000,,DISP,U13     .GERADOR BOMBA 1 MANC ESC DISJ
1140,404,01/Feb/2022 00:20:02.000,,LIGADO,U13     .GERADOR BOMBA 1 MANC ESC
1141,405,01/Feb/2022 00:20:02.000,,SIM,U13     .GERADOR BOMBA MANC ESC OLEO PRESSAO NORMAL
1142,406,01/Feb/2022 00:20:02.000,,NAO,U13     .GERADOR FREIOS APLICADOS
1143,407,01/Feb/2022 00:20:02.000,,NAO,U13     .GERADOR FREIOS DESAPLICADOS
1144,408,01/Feb/2022 00:20:02.000,,LIGADO,U13     .GERADOR RES AQUEC BASE INFERIOR ESTATOR
1145,409,01/Feb/2022 00:20:02.000,,LIGADO,U13     .GERADOR RESIST AQUEC REC GERADOR
1146,410,01/Feb/2022 00:20:02.000,,LIGADO,U13     .GERADOR RESIST AQUEC RECINTO ANEL COLETOR
1147,411,01/Feb/2022 00:20:02.000,,SIM,U13     .GERADOR UN COMANDO DE APLICAR FREIOS
1148,412,01/Feb/2022 00:20:02.000,,DESLIG,U13     .REG_VELOC BOMBA 1
1149,412,01/Feb/2022 00:20:02.000,,REARM,U13     .REG_VELOC BOMBA 1 INFILTRACAO DISJ
1150,412,01/Feb/2022 00:20:02.000,,MANUAL,U13     .REG_VELOC BOMBA 1/2 INFILTRACAO
1151,412,01/Feb/2022 00:20:02.000,,DESLIG,U13     .REG_VELOC BOMBA 1 INFILTRACAO
1152,412,01/Feb/2022 00:20:02.000,,REARM,U13     .REG_VELOC BOMBA 1 SOBRECORRENTE
1153,413,01/Feb/2022 00:20:02.000,,DESLIG,U13     .REG_VELOC BOMBA 1
1154,413,01/Feb/2022 00:20:02.000,,REARM,U13     .REG_VELOC BOMBA 1 INFILTRACAO DISJ
1155,413,01/Feb/2022 00:20:02.000,,MANUAL,U13     .REG_VELOC BOMBA 1/2 INFILTRACAO
1156,413,01/Feb/2022 00:20:02.000,,DESLIG,U13     .REG_VELOC BOMBA 1 INFILTRACAO
1157,413,01/Feb/2022 00:20:02.000,,REARM,U13     .REG_VELOC BOMBA 1 SOBRECORRENTE
1158,414,01/Feb/2022 00:20:02.000,,DESLIG,U13     .REG_VELOC BOMBA 2
1159,414,01/Feb/2022 00:20:02.000,,DESLIG,U13     .REG_VELOC BOMBA 2 INFILTRACAO
1160,414,01/Feb/2022 00:20:02.000,,REARM,U13     .REG_VELOC BOMBA 2 SOBRECORRENTE
1161,414,01/Feb/2022 00:20:02.000,,REARM,U13     .REG_VELOC BOMBA 2 INFILTR TERMICO/SUBTENSAO
1162,415,01/Feb/2022 00:20:02.000,,DESLIG,U13     .REG_VELOC BOMBA 3
1163,415,01/Feb/2022 00:20:02.000,,REARM,U13     .REG_VELOC BOMBA 3 SOBRECORRENTE
1164,416,01/Feb/2022 00:20:02.000,,SIM,U13     .REG_VELOC DISTRIBUIDOR FECHADO
1165,417,01/Feb/2022 00:20:02.000,,ABERT,U13     .REG_VELOC REALIMENTACAO
1166,418,01/Feb/2022 00:20:02.000,,Back,U13     .REG_VELOC TRAVA HIDRAULICA DISTRIBUIDOR
1167,419,01/Feb/2022 00:20:02.000,,,U13     .REG_VELOC VALV ISOLADORA 20QT
1168,420,01/Feb/2022 00:20:02.000,,,U13     .REG_VELOC VALV ISOLADORA 20QT
1169,421,01/Feb/2022 00:20:02.000,,PARADA,U13     .REG_VELOC VALV SOLENOIDE BA POSICAO
1170,422,01/Feb/2022 00:20:02.000,,PARADA,U13     .REG_VELOC VALV SOLENOIDE BB POSICAO
1171,423,01/Feb/2022 00:20:02.000,,NAO,U13     .REG_VELOC VELOC UNID MAIOR/IGUAL 80% V.NOM
1172,423,01/Feb/2022 00:20:02.000,,NAO,U13     .REG_VELOC VELOC UNID MAIOR/IGUAL 90% V.NOM
1173,423,01/Feb/2022 00:20:02.000,,NAO,U13     .REG_VELOC VELOC UNID MAIOR/IGUAL 110% V.NOM
1174,424,01/Feb/2022 00:20:02.000,,NAO,U13     .REG_VELOC VELOC UNID MAIOR/IGUAL 80% V.NOM
1175,424,01/Feb/2022 00:20:02.000,,NAO,U13     .REG_VELOC VELOC UNID MAIOR/IGUAL 90% V.NOM
1176,424,01/Feb/2022 00:20:02.000,,NAO,U13     .REG_VELOC VELOC UNID MAIOR/IGUAL 110% V.NOM
1177,425,01/Feb/2022 00:20:02.000,,SIM,U13     .REG_VELOC VELOC UNID MENOR/IGUAL 25% V.NOM
1178,425,01/Feb/2022 00:20:02.000,,SIM,U13     .REG_VELOC VELOC UNID MENOR/IGUAL 50% V.NOM
1179,426,01/Feb/2022 00:20:02.000,,SIM,U13     .REG_VELOC VELOC UNID MENOR/IGUAL 25% V.NOM
1180,426,01/Feb/2022 00:20:02.000,,SIM,U13     .REG_VELOC VELOC UNID MENOR/IGUAL 50% V.NOM
1181,427,01/Feb/2022 00:20:02.000,,SIM,U13     .SUPERV/CONTR AUXILIARES PARADA DESCONECTADOS
1182,428,01/Feb/2022 00:20:02.000,,SIM,U13     .SUPERV/CONTR AUXILIARES PARADA DESCONECTADOS
1183,429,01/Feb/2022 00:20:02.000,,SIM,U13     .SUPERV/CONTR CARG/FREQ AJUSTE POSICAO VAZIO
1184,430,01/Feb/2022 00:20:02.000,,SIM,U13     .SUPERV/CONTR UN COMANDO DE PARTIDA ACIONADO
1185,430,01/Feb/2022 00:20:02.000,,SIM,U13     .SUPERV/CONTR UN COMANDO DE PARADA ACIONADO
1186,431,01/Feb/2022 00:20:02.000,,NAO,U13     .SUPERV/CONTR UN PREPARACAO DE PARTIDA ACIONADA
1187,431,01/Feb/2022 00:20:02.000,,NAO,U13     .SUPERV/CONTR UN PREPARACAO DE PARTIDA COMPLETA
1188,432,01/Feb/2022 00:20:02.000,,NAO,U13     .SUPERV/CONTR UN PREPARACAO DE PARTIDA ACIONADA
1189,432,01/Feb/2022 00:20:02.000,,NAO,U13     .SUPERV/CONTR UN PREPARACAO DE PARTIDA COMPLETA
1190,433,01/Feb/2022 00:20:02.000,,SIM,U13     .SUPERV/CONTR UN PRONTA PARA SINCRONISMO
1191,433,01/Feb/2022 00:20:02.000,,SIM,U13     .SUPERV/CONTR UN PRONTA PARA OPERACAO
1192,434,01/Feb/2022 00:20:02.000,,SIM,U13     .SUPERV/CONTR UN PRONTA PARA SINCRONISMO
1193,434,01/Feb/2022 00:20:02.000,,SIM,U13     .SUPERV/CONTR UN PRONTA PARA OPERACAO
1194,435,01/Feb/2022 00:20:02.000,,SIM,U13     .SUPERV/CONTR UN TOTALMENTE PARADA
1195,436,01/Feb/2022 00:20:02.000,,FALHA,U13     .TU KT-13 TENSAO CA 460VCA
1196,437,01/Feb/2022 00:20:02.000,,FALHA,U13     .TU KT-13 TENSAO CA COMANDO FASES
1197,438,01/Feb/2022 00:20:02.000,,ANOR,U13     .TU TROCADOR CALOR PRINC AGUA FLUXO
1198,439,01/Feb/2022 00:20:02.000,,ANOR,U13     .TU TROCADOR CALOR PRINC AGUA FLUXO
1199,440,01/Feb/2022 00:20:02.000,,ANOR,U13     .TU TROCADOR CALOR PRINC AGUA FLUXO
1200,441,01/Feb/2022 00:20:02.000,,FECHAD,U13     .TURBINA VALVULA BORBOLETA 1
1201,442,01/Feb/2022 00:20:02.000,,ABERTO,U13     .TURBINA VALVULA BORBOLETA 1
1202,443,01/Feb/2022 00:20:02.000,,FECHAD,U13     .TURBINA VALVULA BORBOLETA 2
1203,444,01/Feb/2022 00:20:02.000,,ABERTO,U13     .TURBINA VALVULA BORBOLETA 2
1204,-1,01/Feb/2022 00:20:02.000,,,ANALOG PT.  U13     EXCITACAO POTENCIOMETRO AUTO
1205,-1,01/Feb/2022 00:20:02.000,,,ANALOG PT.  U13     EXCITACAO POTENCIOMETRO MANU
1206,-1,01/Feb/2022 00:20:02.000,,,ANALOG PT.  U13     GERADOR CORRENTE            
1207,-1,01/Feb/2022 00:20:02.000,,,ANALOG PT.  U13     GERADOR TENSAO RDV          
1208,-1,01/Feb/2022 00:20:02.000,,,ANALOG PT.  U13     REG_VELOC DISTRIBUIDOR POSIC
1209,-1,01/Feb/2022 00:20:02.000,,,ANALOG PT.  U13     REG_VELOC VELOCIDADE DA UNID
1210,-1,02/Feb/2022 00:10:00.000,,,PARADA U09                                      
1211,-1,02/Feb/2022 00:10:00.000,,,PARADA U16                                      
1212,453,02/Feb/2022 00:10:00.000,,,SF6_50  .VANO_U09 SEC 95U09 A-25
1213,454,02/Feb/2022 00:10:00.000,,NO,U09     .SUPERV/CONTR UN SINCRONIZADA
1214,455,02/Feb/2022 00:10:00.000,,NO,U9A     .SUPERV/CONTR UN SINCRONIZADA
1215,456,02/Feb/2022 00:10:00.000,,SI,U9A     .SUPERV/CONTR UN SINCRONIZADA
1216,457,02/Feb/2022 00:10:00.000,,,SF6_60  .VAO_U16 SEC 96U16 A-50
1217,458,02/Feb/2022 00:10:00.000,,NAO,U16     .SUPERV/CONTR UN SINCRONIZADA
1218,459,02/Feb/2022 00:10:00.000,,NAO,U17     .SUPERV/CONTR UN SINCRONIZADA
1219,460,02/Feb/2022 00:10:00.000,,NAO,U17     .SUPERV/CONTR UN SINCRONIZADA
1220,461,02/Feb/2022 00:10:00.000,,ABIERT,SF6_50  .VANO_U9A INT 85U9A A-27 RESULTADO SELECTOR
1221,461,02/Feb/2022 00:10:00.000,,CERRAD,SF6_50  .VANO_U9A INT 85U9A A-27
1222,462,02/Feb/2022 00:10:00.000,,ATUADO,SF6_60  .VAO_U16 DISJ 06U16 PROTECAO
1223,463,02/Feb/2022 00:10:00.000,,ATUADO,SF6_60  .VAO_U16/17 DISJ 46U67 PROTECAO
1224,464,02/Feb/2022 00:10:00.000,,NO,U09     .AGUA_PURA VALV AGUA BRUTA TOTALMENTE ABIERTA
1225,464,02/Feb/2022 00:10:00.000,,NO,U09     .AGUA_PURA VALV AGUA BRUTA EN POSICION ANORMAL
1226,464,02/Feb/2022 00:10:00.000,,REARM,U09     .AGUA_PURA VALV AGUA BRUTA LIMITORQUE
1227,464,02/Feb/2022 00:10:00.000,,REARM,U09     .AGUA_PURA VALV AGUA BRUTA TENSION 460VCA
1228,464,02/Feb/2022 00:10:00.000,,CERRAD,U09     .AGUA_PURA VALV AGUA BRUTA
1229,464,02/Feb/2022 00:10:00.000,,REARM,U09     .AGUA_PURA VALV AGUA BRUTA UMCC/INT
1230,465,02/Feb/2022 00:10:00.000,,REARM,U09     .AUX_UNIDAD INT 52-1 UMCC-09 DISP
1231,465,02/Feb/2022 00:10:00.000,,ABIERT,U09     .AUX_UNIDAD INT 52-1 UMCC-09
1232,466,02/Feb/2022 00:10:00.000,,ACTUAD,U09     .AUX_UNIDAD INT 52-2 UMCC-09 DISP
1233,466,02/Feb/2022 00:10:00.000,,CERRAD,U09     .AUX_UNIDAD INT 52-2 UMCC-09
1234,467,02/Feb/2022 00:10:00.000,,NO,U09     .EXCITACION EXCITACION CONECTADA
1235,468,02/Feb/2022 00:10:00.000,,SI,U09     .EXCITACION REG TENS AUTO/MAN POSICION VACIO
1236,469,02/Feb/2022 00:10:00.000,,DESLIG,U09     .EXCITACION SISTEMA ENFRIAMIENTO
1237,469,02/Feb/2022 00:10:00.000,,REARM,U09     .EXCITACION SISTEMA ENFRIAMIENTO PARADA
1238,470,02/Feb/2022 00:10:00.000,,NO,U09     .GENERADOR BOMBA COJ EMP ACEITE PRESION NORMAL
1239,471,02/Feb/2022 00:10:00.000,,SI,U09     .GENERADOR BOMBA COJ EMP ACEITE PRESION NORMAL
1240,472,02/Feb/2022 00:10:00.000,,NO,U09     .GENERADOR FRENOS APLICADOS
1241,473,02/Feb/2022 00:10:00.000,,SI,U09     .GENERADOR FRENOS DESAPLICADOS
1242,474,02/Feb/2022 00:10:00.000,,REARM,U09     .REG_VELOC BOMBA 2 SOBRECORRIENTE
1243,474,02/Feb/2022 00:10:00.000,,REARM,U09     .REG_VELOC BOMBA 2 INFILTR TERMICO/SUBTENSION
1244,474,02/Feb/2022 00:10:00.000,,DESCON,U09     .REG_VELOC BOMBA 2
1245,474,02/Feb/2022 00:10:00.000,,DESCON,U09     .REG_VELOC BOMBA 2 INFILTRACION
1246,475,02/Feb/2022 00:10:00.000,,REARM,U09     .REG_VELOC BOMBA 3 SOBRECORRIENTE
1247,475,02/Feb/2022 00:10:00.000,,DESCON,U09     .REG_VELOC BOMBA 3
1248,476,02/Feb/2022 00:10:00.000,,SI,U09     .REG_VELOC DISTRIBUIDOR CERRADO
1249,477,02/Feb/2022 00:10:00.000,,Back,U09     .REG_VELOC TRABA HIDRAULICA DISTRIBUIDOR
1250,478,02/Feb/2022 00:10:00.000,,Out,U09     .REG_VELOC VALV AISLADORA 20QT
1251,479,02/Feb/2022 00:10:00.000,,PARADA,U09     .REG_VELOC VALV SOLENOIDE BA POSICION
1252,480,02/Feb/2022 00:10:00.000,,PARADA,U09     .REG_VELOC VALV SOLENOIDE BB POSICION
1253,481,02/Feb/2022 00:10:00.000,,NO,U09     .REG_VELOC VELOC UNID MAYOR/IGUAL 80% V.NOM
1254,481,02/Feb/2022 00:10:00.000,,NO,U09     .REG_VELOC VELOC UNID MAYOR/IGUAL 90% V.NOM
1255,481,02/Feb/2022 00:10:00.000,,NO,U09     .REG_VELOC VELOC UNID MAYOR/IGUAL 110% V.NOM
1256,482,02/Feb/2022 00:10:00.000,,NO,U09     .REG_VELOC VELOC UNID MAYOR/IGUAL 80% V.NOM
1257,482,02/Feb/2022 00:10:00.000,,NO,U09     .REG_VELOC VELOC UNID MAYOR/IGUAL 90% V.NOM
1258,482,02/Feb/2022 00:10:00.000,,NO,U09     .REG_VELOC VELOC UNID MAYOR/IGUAL 110% V.NOM
1259,483,02/Feb/2022 00:10:00.000,,SI,U09     .REG_VELOC VELOC UNID MENOR/IGUAL 25% V.NOM
1260,483,02/Feb/2022 00:10:00.000,,SI,U09     .REG_VELOC VELOC UNID MENOR/IGUAL 50% V.NOM
1261,484,02/Feb/2022 00:10:00.000,,SI,U09     .SUPERV/CONTR AUXILIARES PARADA DESCONECTADOS
1262,485,02/Feb/2022 00:10:00.000,,SI,U09     .SUPERV/CONTR CARG/FREC AJUSTE POSICION VACIO
1263,486,02/Feb/2022 00:10:00.000,,REARM,U09     .SUPERV/CONTR TIEMPO TOTAL PARADA EXCEDIDO
1264,487,02/Feb/2022 00:10:00.000,,NO,U09     .SUPERV/CONTR UN COMANDO DE PARTIDA ACCIONADO
1265,487,02/Feb/2022 00:10:00.000,,NO,U09     .SUPERV/CONTR UN COMANDO DE PARADA ACCIONADO
1266,488,02/Feb/2022 00:10:00.000,,SI,U09     .SUPERV/CONTR UN COMANDO DE PARTIDA ACCIONADO
1267,488,02/Feb/2022 00:10:00.000,,SI,U09     .SUPERV/CONTR UN COMANDO DE PARADA ACCIONADO
1268,489,02/Feb/2022 00:10:00.000,,NO,U09     .SUPERV/CONTR UN INICIO DE MOVIMIENTO
1269,490,02/Feb/2022 00:10:00.000,,SI,U09     .SUPERV/CONTR UN LISTO PARA OPERACION
1270,491,02/Feb/2022 00:10:00.000,,NO,U09     .SUPERV/CONTR UN PREPARACION DE PARTIDA ACCIONADA
1271,491,02/Feb/2022 00:10:00.000,,NO,U09     .SUPERV/CONTR UN PREPARACION DE PARTIDA COMPLETA
1272,491,02/Feb/2022 00:10:00.000,,REARM,U09     .SUPERV/CONTR UN PREPARACION PARTIDA INCOMPLETA
1273,492,02/Feb/2022 00:10:00.000,,SI,U09     .SUPERV/CONTR UN TOTALMENTE PARADA
1274,493,02/Feb/2022 00:10:00.000,,ANOR,U09     .TU CAMBIADOR CALOR PRINC AGUA FLUJO
1275,494,02/Feb/2022 00:10:00.000,,ANOR,U09     .TU CAMBIADOR CALOR PRINC AGUA FLUJO
1276,495,02/Feb/2022 00:10:00.000,,SIM,U16     .AGUA_PURA AGUA PURA PRONTA P/OPERACAO
1277,496,02/Feb/2022 00:10:00.000,,DESLIG,U16     .AGUA_PURA BOMBA 1
1278,496,02/Feb/2022 00:10:00.000,,REARM,U16     .AGUA_PURA BOMBA 1 DISJ
1279,496,02/Feb/2022 00:10:00.000,,REARM,U16     .AGUA_PURA BOMBA 1 TENSAO 120 VCA CONTROLE
1280,497,02/Feb/2022 00:10:00.000,,FALHA,U16     .AGUA_PURA BOMBA 1 TENSAO 120 VCA CONTROLE
1281,498,02/Feb/2022 00:10:00.000,,NAO,U16     .AGUA_PURA LIBERACAO PARA EXCITACAO
1282,499,02/Feb/2022 00:10:00.000,,REARM,U16     .AGUA_PURA VALV AGUA BRUTA UMCC/DISJ
1283,499,02/Feb/2022 00:10:00.000,,NAO,U16     .AGUA_PURA VALV AGUA BRUTA TOTALMENTE ABERTA
1284,499,02/Feb/2022 00:10:00.000,,REARM,U16     .AGUA_PURA VALV AGUA BRUTA TENSAO 460VCA
1285,499,02/Feb/2022 00:10:00.000,,REARM,U16     .AGUA_PURA VALV AGUA BRUTA LIMITORQUE
1286,499,02/Feb/2022 00:10:00.000,,NAO,U16     .AGUA_PURA VALV AGUA BRUTA EM POSICAO ANORMAL
1287,499,02/Feb/2022 00:10:00.000,,FECHAD,U16     .AGUA_PURA VALV AGUA BRUTA
1288,500,02/Feb/2022 00:10:00.000,,REARM,U16     .AGUA_PURA VALV AGUA BRUTA UMCC/DISJ
1289,500,02/Feb/2022 00:10:00.000,,NAO,U16     .AGUA_PURA VALV AGUA BRUTA TOTALMENTE ABERTA
1290,500,02/Feb/2022 00:10:00.000,,REARM,U16     .AGUA_PURA VALV AGUA BRUTA TENSAO 460VCA
1291,500,02/Feb/2022 00:10:00.000,,REARM,U16     .AGUA_PURA VALV AGUA BRUTA LIMITORQUE
1292,500,02/Feb/2022 00:10:00.000,,NAO,U16     .AGUA_PURA VALV AGUA BRUTA EM POSICAO ANORMAL
1293,500,02/Feb/2022 00:10:00.000,,FECHAD,U16     .AGUA_PURA VALV AGUA BRUTA
1294,501,02/Feb/2022 00:10:00.000,,ABERTO,U16     .AUX_UNIDADE DISJ 52-1 UMCC-16
1295,501,02/Feb/2022 00:10:00.000,,REARM,U16     .AUX_UNIDADE DISJ 52-1 UMCC-16 DISP
1296,502,02/Feb/2022 00:10:00.000,,EXTERN,U16     .AUX_UNIDADE DISJ 52-2 UMCC-16
1297,503,02/Feb/2022 00:10:00.000,,DESLIG,U16     .AUX_UNIDADE VENTILADOR 1 ANEL COLETOR
1298,504,02/Feb/2022 00:10:00.000,,NAO,U16     .EXCITACAO EXCITACAO CONECTADA
1299,505,02/Feb/2022 00:10:00.000,,SIM,U16     .EXCITACAO PRONTO PARA OPERACAO
1300,506,02/Feb/2022 00:10:00.000,,SIM,U16     .EXCITACAO REG TENS AUTO/MAN POSICAO VAZIO
1301,507,02/Feb/2022 00:10:00.000,,DESLIG,U16     .EXCITACAO SISTEMA RESFRIAMENTO
1302,508,02/Feb/2022 00:10:00.000,,REARM,U16     .GERADOR BOMBA 1 MANC ESC DISJ
1303,508,02/Feb/2022 00:10:00.000,,DESLIG,U16     .GERADOR BOMBA 1 MANC ESC
1304,509,02/Feb/2022 00:10:00.000,,DISP,U16     .GERADOR BOMBA 1 MANC ESC DISJ
1305,509,02/Feb/2022 00:10:00.000,,LIGADO,U16     .GERADOR BOMBA 1 MANC ESC
1306,510,02/Feb/2022 00:10:00.000,,SIM,U16     .GERADOR BOMBA MANC ESC OLEO PRESSAO NORMAL
1307,511,02/Feb/2022 00:10:00.000,,LIGADO,U16     .GERADOR RES AQUEC BASE INFERIOR ESTATOR
1308,512,02/Feb/2022 00:10:00.000,,LIGADO,U16     .GERADOR RESIST AQUEC REC GERADOR
1309,513,02/Feb/2022 00:10:00.000,,LIGADO,U16     .GERADOR RESIST AQUEC RECINTO ANEL COLETOR
1310,514,02/Feb/2022 00:10:00.000,,SIM,U16     .GERADOR UN COMANDO DE APLICAR FREIOS
1311,515,02/Feb/2022 00:10:00.000,,DESLIG,U16     .REG_VELOC BOMBA 1
1312,515,02/Feb/2022 00:10:00.000,,REARM,U16     .REG_VELOC BOMBA 1 INFILTRACAO DISJ
1313,515,02/Feb/2022 00:10:00.000,,MANUAL,U16     .REG_VELOC BOMBA 1/2 INFILTRACAO
1314,515,02/Feb/2022 00:10:00.000,,DESLIG,U16     .REG_VELOC BOMBA 1 INFILTRACAO
1315,515,02/Feb/2022 00:10:00.000,,REARM,U16     .REG_VELOC BOMBA 1 SOBRECORRENTE
1316,516,02/Feb/2022 00:10:00.000,,DESLIG,U16     .REG_VELOC BOMBA 2
1317,516,02/Feb/2022 00:10:00.000,,DESLIG,U16     .REG_VELOC BOMBA 2 INFILTRACAO
1318,516,02/Feb/2022 00:10:00.000,,REARM,U16     .REG_VELOC BOMBA 2 SOBRECORRENTE
1319,516,02/Feb/2022 00:10:00.000,,REARM,U16     .REG_VELOC BOMBA 2 INFILTR TERMICO/SUBTENSAO
1320,517,02/Feb/2022 00:10:00.000,,DESLIG,U16     .REG_VELOC BOMBA 3
1321,517,02/Feb/2022 00:10:00.000,,REARM,U16     .REG_VELOC BOMBA 3 SOBRECORRENTE
1322,518,02/Feb/2022 00:10:00.000,,SIM,U16     .REG_VELOC DISTRIBUIDOR FECHADO
1323,519,02/Feb/2022 00:10:00.000,,ABERT,U16     .REG_VELOC REALIMENTACAO
1324,520,02/Feb/2022 00:10:00.000,,Back,U16     .REG_VELOC TRAVA HIDRAULICA DISTRIBUIDOR
1325,521,02/Feb/2022 00:10:00.000,,,U16     .REG_VELOC VALV ISOLADORA 20QT
1326,522,02/Feb/2022 00:10:00.000,,PARADA,U16     .REG_VELOC VALV SOLENOIDE BA POSICAO
1327,523,02/Feb/2022 00:10:00.000,,PARADA,U16     .REG_VELOC VALV SOLENOIDE BB POSICAO
1328,524,02/Feb/2022 00:10:00.000,,NAO,U16     .REG_VELOC VELOC UNID MAIOR/IGUAL 90% V.NOM
1329,524,02/Feb/2022 00:10:00.000,,NAO,U16     .REG_VELOC VELOC UNID MAIOR/IGUAL 80% V.NOM
1330,524,02/Feb/2022 00:10:00.000,,NAO,U16     .REG_VELOC VELOC UNID MAIOR/IGUAL 110% V.NOM
1331,525,02/Feb/2022 00:10:00.000,,NAO,U16     .REG_VELOC VELOC UNID MAIOR/IGUAL 90% V.NOM
1332,525,02/Feb/2022 00:10:00.000,,NAO,U16     .REG_VELOC VELOC UNID MAIOR/IGUAL 80% V.NOM
1333,525,02/Feb/2022 00:10:00.000,,NAO,U16     .REG_VELOC VELOC UNID MAIOR/IGUAL 110% V.NOM
1334,526,02/Feb/2022 00:10:00.000,,SIM,U16     .REG_VELOC VELOC UNID MENOR/IGUAL 25% V.NOM
1335,526,02/Feb/2022 00:10:00.000,,SIM,U16     .REG_VELOC VELOC UNID MENOR/IGUAL 50% V.NOM
1336,527,02/Feb/2022 00:10:00.000,,SIM,U16     .REG_VELOC VELOC UNID MENOR/IGUAL 25% V.NOM
1337,527,02/Feb/2022 00:10:00.000,,SIM,U16     .REG_VELOC VELOC UNID MENOR/IGUAL 50% V.NOM
1338,528,02/Feb/2022 00:10:00.000,,SIM,U16     .SUPERV/CONTR AUXILIARES PARADA DESCONECTADOS
1339,529,02/Feb/2022 00:10:00.000,,SIM,U16     .SUPERV/CONTR CARG/FREQ AJUSTE POSICAO VAZIO
1340,530,02/Feb/2022 00:10:00.000,,NAO,U16     .SUPERV/CONTR UN PREPARACAO DE PARTIDA ACIONADA
1341,530,02/Feb/2022 00:10:00.000,,NAO,U16     .SUPERV/CONTR UN PREPARACAO DE PARTIDA COMPLETA
1342,531,02/Feb/2022 00:10:00.000,,SIM,U16     .SUPERV/CONTR UN PRONTA PARA OPERACAO
1343,531,02/Feb/2022 00:10:00.000,,SIM,U16     .SUPERV/CONTR UN PRONTA PARA SINCRONISMO
1344,532,02/Feb/2022 00:10:00.000,,SIM,U16     .SUPERV/CONTR UN TOTALMENTE PARADA
1345,533,02/Feb/2022 00:10:00.000,,FALHA,U16     .TU KT-16 TENSAO CA 460VCA
1346,534,02/Feb/2022 00:10:00.000,,FALHA,U16     .TU KT-16 TENSAO CA COMANDO FASES
1347,535,02/Feb/2022 00:10:00.000,,ANOR,U16     .TU TROCADOR CALOR PRINC AGUA FLUXO
1348,536,02/Feb/2022 00:10:00.000,,ANOR,U16     .TU TROCADOR CALOR PRINC AGUA FLUXO
1349,537,02/Feb/2022 00:10:00.000,,FECHAD,U16     .TURBINA VALVULA BORBOLETA 1
1350,538,02/Feb/2022 00:10:00.000,,ABERTO,U16     .TURBINA VALVULA BORBOLETA 1
1351,539,02/Feb/2022 00:10:00.000,,FECHAD,U16     .TURBINA VALVULA BORBOLETA 2
